naics22,itemDescription,sector,subsector,industry,naicsIndustry,nationalIndustry
332811,Tempering metals and metal products for the trade,Manufacturing (T),Fabricated Metal Product Manufacturing (T),"Coating, Engraving, Heat Treating, and Allied Activities (T)","Coating, Engraving, Heat Treating, and Allied Activities (T)",Metal Heat Treating
332812,Aluminum coating of metal products for the trade,Manufacturing (T),Fabricated Metal Product Manufacturing (T),"Coating, Engraving, Heat Treating, and Allied Activities (T)","Coating, Engraving, Heat Treating, and Allied Activities (T)","Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers"
332812,Bonderizing metal and metal products for the trade,Manufacturing (T),Fabricated Metal Product Manufacturing (T),"Coating, Engraving, Heat Treating, and Allied Activities (T)","Coating, Engraving, Heat Treating, and Allied Activities (T)","Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers"
332812,Chasing metals and metal products (except printing plates) for the trade,Manufacturing (T),Fabricated Metal Product Manufacturing (T),"Coating, Engraving, Heat Treating, and Allied Activities (T)","Coating, Engraving, Heat Treating, and Allied Activities (T)","Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers"
332812,Coating metals and metal products for the trade,Manufacturing (T),Fabricated Metal Product Manufacturing (T),"Coating, Engraving, Heat Treating, and Allied Activities (T)","Coating, Engraving, Heat Treating, and Allied Activities (T)","Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers"
332812,Coating of metal and metal products with plastics for the trade,Manufacturing (T),Fabricated Metal Product Manufacturing (T),"Coating, Engraving, Heat Treating, and Allied Activities (T)","Coating, Engraving, Heat Treating, and Allied Activities (T)","Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers"
332812,Enameling metals and metal products for the trade,Manufacturing (T),Fabricated Metal Product Manufacturing (T),"Coating, Engraving, Heat Treating, and Allied Activities (T)","Coating, Engraving, Heat Treating, and Allied Activities (T)","Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers"
332812,Engraving metals and metal products (except printing plates) for the trade,Manufacturing (T),Fabricated Metal Product Manufacturing (T),"Coating, Engraving, Heat Treating, and Allied Activities (T)","Coating, Engraving, Heat Treating, and Allied Activities (T)","Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers"
332812,Etching metals and metal products (except printing plates) for the trade,Manufacturing (T),Fabricated Metal Product Manufacturing (T),"Coating, Engraving, Heat Treating, and Allied Activities (T)","Coating, Engraving, Heat Treating, and Allied Activities (T)","Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers"
332812,Flocking metals and metal products for the trade,Manufacturing (T),Fabricated Metal Product Manufacturing (T),"Coating, Engraving, Heat Treating, and Allied Activities (T)","Coating, Engraving, Heat Treating, and Allied Activities (T)","Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers"
332812,Galvanizing metals and metal products for the trade,Manufacturing (T),Fabricated Metal Product Manufacturing (T),"Coating, Engraving, Heat Treating, and Allied Activities (T)","Coating, Engraving, Heat Treating, and Allied Activities (T)","Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers"
332812,Glazing metals and metal products for the trade,Manufacturing (T),Fabricated Metal Product Manufacturing (T),"Coating, Engraving, Heat Treating, and Allied Activities (T)","Coating, Engraving, Heat Treating, and Allied Activities (T)","Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers"
332812,Hot dip galvanizing metals and metal products for the trade,Manufacturing (T),Fabricated Metal Product Manufacturing (T),"Coating, Engraving, Heat Treating, and Allied Activities (T)","Coating, Engraving, Heat Treating, and Allied Activities (T)","Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers"
332812,Japanning metals and metal products for the trade,Manufacturing (T),Fabricated Metal Product Manufacturing (T),"Coating, Engraving, Heat Treating, and Allied Activities (T)","Coating, Engraving, Heat Treating, and Allied Activities (T)","Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers"
332812,Lacquering metals and metal products for the trade,Manufacturing (T),Fabricated Metal Product Manufacturing (T),"Coating, Engraving, Heat Treating, and Allied Activities (T)","Coating, Engraving, Heat Treating, and Allied Activities (T)","Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers"
332812,Painting metals and metal products for the trade,Manufacturing (T),Fabricated Metal Product Manufacturing (T),"Coating, Engraving, Heat Treating, and Allied Activities (T)","Coating, Engraving, Heat Treating, and Allied Activities (T)","Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers"
332812,Parkerizing metals and metal products for the trade,Manufacturing (T),Fabricated Metal Product Manufacturing (T),"Coating, Engraving, Heat Treating, and Allied Activities (T)","Coating, Engraving, Heat Treating, and Allied Activities (T)","Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers"
332812,Powder coating metals and metal products for the trade,Manufacturing (T),Fabricated Metal Product Manufacturing (T),"Coating, Engraving, Heat Treating, and Allied Activities (T)","Coating, Engraving, Heat Treating, and Allied Activities (T)","Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers"
332812,Rustproofing metals and metal products for the trade,Manufacturing (T),Fabricated Metal Product Manufacturing (T),"Coating, Engraving, Heat Treating, and Allied Activities (T)","Coating, Engraving, Heat Treating, and Allied Activities (T)","Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers"
332812,Sherardizing of metals and metal products for the trade,Manufacturing (T),Fabricated Metal Product Manufacturing (T),"Coating, Engraving, Heat Treating, and Allied Activities (T)","Coating, Engraving, Heat Treating, and Allied Activities (T)","Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers"
332812,Varnishing metals and metal products for the trade,Manufacturing (T),Fabricated Metal Product Manufacturing (T),"Coating, Engraving, Heat Treating, and Allied Activities (T)","Coating, Engraving, Heat Treating, and Allied Activities (T)","Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers"
332813,Anodizing metals and metal products for the trade,Manufacturing (T),Fabricated Metal Product Manufacturing (T),"Coating, Engraving, Heat Treating, and Allied Activities (T)","Coating, Engraving, Heat Treating, and Allied Activities (T)","Electroplating, Plating, Polishing, Anodizing, and Coloring"
332813,Buffing metals and metal products for the trade,Manufacturing (T),Fabricated Metal Product Manufacturing (T),"Coating, Engraving, Heat Treating, and Allied Activities (T)","Coating, Engraving, Heat Treating, and Allied Activities (T)","Electroplating, Plating, Polishing, Anodizing, and Coloring"
332813,Chrome plating metals and metal products for the trade,Manufacturing (T),Fabricated Metal Product Manufacturing (T),"Coating, Engraving, Heat Treating, and Allied Activities (T)","Coating, Engraving, Heat Treating, and Allied Activities (T)","Electroplating, Plating, Polishing, Anodizing, and Coloring"
332813,Cleaning and descaling metals and metal products for the trade,Manufacturing (T),Fabricated Metal Product Manufacturing (T),"Coating, Engraving, Heat Treating, and Allied Activities (T)","Coating, Engraving, Heat Treating, and Allied Activities (T)","Electroplating, Plating, Polishing, Anodizing, and Coloring"
332813,Coloring metals and metal products (except coating) for the trade,Manufacturing (T),Fabricated Metal Product Manufacturing (T),"Coating, Engraving, Heat Treating, and Allied Activities (T)","Coating, Engraving, Heat Treating, and Allied Activities (T)","Electroplating, Plating, Polishing, Anodizing, and Coloring"
332813,Depolishing metals and metal products for the trade,Manufacturing (T),Fabricated Metal Product Manufacturing (T),"Coating, Engraving, Heat Treating, and Allied Activities (T)","Coating, Engraving, Heat Treating, and Allied Activities (T)","Electroplating, Plating, Polishing, Anodizing, and Coloring"
